GO_term,category,bin_edge,with_term_hist,without_term_hist
DNA binding,molfunc,0.05,0.0064011888639395964,0.004739604837832355
DNA binding,molfunc,0.06,0.019454593606090902,0.01075158681333781
DNA binding,molfunc,0.07,0.041544970862039336,0.029391911880248967
DNA binding,molfunc,0.08,0.08886356305233792,0.0715075951372291
DNA binding,molfunc,0.09,0.16869015359087855,0.1437149977001782
DNA binding,molfunc,0.1,0.25918539223598563,0.24439183871856365
DNA binding,molfunc,0.11,0.366624954344462,0.3618958673826758
DNA binding,molfunc,0.12,0.5186218114862426,0.4984219342550005
DNA binding,molfunc,0.13,0.65317229113611,0.6259777423067301
DNA binding,molfunc,0.14,0.7514493672236552,0.7747186297007193
DNA binding,molfunc,0.15,0.8941582248373652,0.9181791519733606
DNA binding,molfunc,0.16,1.0197972454805715,1.0513970382877358
DNA binding,molfunc,0.17,1.1784463185005676,1.2234860461580277
DNA binding,molfunc,0.18,1.3630766874977238,1.4121795756749471
DNA binding,molfunc,0.19,1.4675039254349345,1.6841501888525752
DNA binding,molfunc,0.2,1.7128828318859566,1.9561526114586503
DNA binding,molfunc,0.21,2.0245328701048146,2.2394791905900058
DNA binding,molfunc,0.22,2.351997610222822,2.6143214953485048
DNA binding,molfunc,0.23,2.7356924015377966,2.9777124058679543
DNA binding,molfunc,0.24,3.034540062028772,3.3282841167253308
DNA binding,molfunc,0.25,3.3342663170697087,3.6946651135183037
DNA binding,molfunc,0.26,3.5627009000573566,3.962214216142518
DNA binding,molfunc,0.27,3.8752295328261717,4.183830504096733
DNA binding,molfunc,0.28,4.083832981686344,4.3891285552603145
DNA binding,molfunc,0.29,4.192653192373294,4.532493649247607
DNA binding,molfunc,0.3,4.218885515364732,4.524604910994034
DNA binding,molfunc,0.31,4.155626707768153,4.4981712759588754
DNA binding,molfunc,0.32,4.045300334995547,4.362376825940712
DNA binding,molfunc,0.33,3.906231369088781,4.197381320612951
DNA binding,molfunc,0.34,3.738419810047855,3.9300230745593883
DNA binding,molfunc,0.35000000000000003,3.528310199102093,3.663905396215077
DNA binding,molfunc,0.36,3.2897090220364036,3.3834098562150188
DNA binding,molfunc,0.37,3.0114455767157353,3.084146753434302
DNA binding,molfunc,0.38,2.8219201809402694,2.7755316786916886
DNA binding,molfunc,0.39,2.603526678523507,2.486288545870148
